"Rawson et al., Compositional variability in mafic arc magmas over short spatial and temporal scales: evidence for the signature of mantle reactive melt channels ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplementary whole rock analyses new and published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Raw Whole Rock Major data (wt.%),,,,,,,,,,,,,,Normalised Whole Rock Major data (wt%),,,,,,,,,,,Whole Rock Trace data (ug/g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carran-Los Venados VF,FB141112-10,Carrán group,,40.35,,"Bucchi et al., 2015",50.42,0.97,18.87,10.79,0.18,5.75,9.04,2.85,0.44,0.16,51.32,0.20,99.67,,50.59,0.97,18.93,10.83,0.18,5.77,9.07,2.86,0.44,0.16,,19.4,74.1,2.1,0.2,1.3,,27,253,62,36.1,37.1,36.9,48,16.9,7.7,468.5,175,18.3,0.8,0.2,0.7,7.1,2.47,11.5,3.23,1.03,3.41,0.49,3.38,0.69,1.96,0.27,1.85,0.24,2,BDL
Carran-Los Venados VF,FB210314-2,Los Guindos,,40.35,,"Bucchi et al., 2015",49.75,1.15,16.68,10.12,0.16,7.57,8.93,2.93,1.10,0.28,59.68,1.00,99.67,,49.91,1.15,16.74,10.15,0.16,7.60,8.96,2.94,1.10,0.28,,19.1,98.3,5.4,0.4,1.4,,27,215,233,34.7,97.5,29.9,46,16.3,21.3,527,292,32.9,2.3,0.7,0.5,14.4,4.1,18.3,3.89,1.22,4.07,0.64,3.51,0.74,2.09,0.3,2.03,0.3,2.8,0.4
Carran-Los Venados VF,FB210314-5,Los Guindos,,40.35,,"Bucchi et al., 2015",50.26,1.00,17.46,10.27,0.17,6.63,8.87,3.03,0.75,0.22,56.09,1.10,99.76,,50.38,1.00,17.50,10.29,0.17,6.65,8.89,3.04,0.75,0.22,,16.7,65.1,2.4,0.3,1.3,,26,204,144,31.3,73.8,39.1,55,15.8,10.7,485.9,244,23.6,2.1,0.6,0.5,10.4,3.07,12.9,3.48,1.1,3.28,0.52,3.14,0.66,2.07,0.28,1.77,0.27,2,0.1
Carran-Los Venados VF,FB220114-6,Medialuna,,40.35,,"Bucchi et al., 2015",51.79,1.04,17.26,9.69,0.16,6.22,8.36,3.19,1.04,0.34,55.95,0.60,99.69,,51.95,1.04,17.31,9.72,0.16,6.24,8.39,3.20,1.04,0.34,,19.3,125.1,5.4,0.2,0.9,,25,196,130,28,69.4,42.7,48,15.8,18.3,515.4,295,40.2,1.9,0.6,0.8,17.2,4.9,20.2,4.55,1.4,4.18,0.66,3.88,0.81,2.09,0.32,2.18,0.33,3.2,0.3
Carran-Los Venados VF,FB220114-12,(unnamed center),,40.35,,"Bucchi et al., 2015",53.08,0.99,18.00,11.15,0.20,3.94,7.68,3.77,0.52,0.16,41.15,0.30,99.79,,53.19,0.99,18.04,11.17,0.20,3.95,7.70,3.78,0.52,0.16,,18.4,58.5,1.3,0.4,1.1,,20,188,BDL,23.2,3.5,18.5,42,17.2,8.9,514.3,197,18.6,1,0.3,0.6,7.6,2.43,11.3,3.04,1.04,3.14,0.59,3.52,0.68,1.96,0.31,1.86,0.3,1.8,0.1
Carran-Los Venados VF,FB220114-10,Colorado,,40.35,,"Bucchi et al., 2015",50.64,1.20,18.42,11.26,0.18,4.60,8.02,3.75,0.48,0.18,44.70,1.10,99.83,,50.73,1.20,18.45,11.28,0.18,4.61,8.03,3.76,0.48,0.18,,17,55.3,1.3,0.3,2.3,,24,245,BDL,26.9,8.3,40,42,18.6,7.8,526.2,194,17.4,0.8,0.2,0.6,7.2,2.34,10.9,3.02,1.03,3.3,0.55,3.35,0.63,1.83,0.29,1.91,0.29,1.7,0.1
Carran-Los Venados VF,FB230114-1,Santo Domingo maar,,40.35,,"Bucchi et al., 2015",50.73,1.17,18.51,11.53,0.18,4.44,8.08,3.41,0.47,0.15,43.24,1.10,99.77,,50.85,1.17,18.55,11.56,0.18,4.45,8.10,3.42,0.47,0.15,,20,66.5,1.4,0.3,1,,27,265,BDL,31.1,7.6,31.9,38,18.3,8.4,485.8,175,16.1,0.5,0.2,0.9,8.1,2.32,11.5,2.97,1.1,3.39,0.6,3.51,0.77,2.26,0.33,2.11,0.33,1.8,0.2
Carran-Los Venados VF,FB230114-2,Salto del Diablo,,40.35,,"Bucchi et al., 2015",51.35,1.17,18.14,11.47,0.18,4.51,8.12,3.62,0.49,0.15,43.76,0.60,99.80,,51.45,1.17,18.18,11.49,0.18,4.52,8.14,3.63,0.49,0.15,,19,60,1,0.5,0.9,,28,271,BDL,29.6,8.4,45.5,64,17.8,8.8,463.2,169,15.4,0.7,0.3,0.8,6.6,2.22,10.2,2.77,1.05,3.38,0.59,3.53,0.78,2.01,0.32,2.03,0.32,1.8,BDL
Carran-Los Venados VF,FB220314-5,Los Venados group,,40.35,,"Bucchi et al., 2015",51.21,1.10,18.42,10.88,0.18,4.53,7.98,3.64,0.45,0.15,45.17,1.20,99.74,,51.34,1.10,18.47,10.91,0.18,4.54,8.00,3.65,0.45,0.15,,17.5,58.1,1,0.2,1.2,,25,236,BDL,28.9,8.9,49.9,46,17.9,6.9,482.8,163,14.8,0.4,0.2,0.4,5.9,2.16,10.2,2.8,1.05,3.2,0.53,3.07,0.68,1.98,0.31,1.87,0.31,1.7,0.1
Carran-Los Venados VF,FB220314-7,Los Venados group,,40.35,,"Bucchi et al., 2015",51.50,1.01,18.58,11.16,0.18,4.05,7.31,3.88,0.53,0.21,41.79,1.40,99.81,,51.60,1.01,18.62,11.18,0.18,4.06,7.32,3.89,0.53,0.21,,17.8,69.1,1.5,0.3,1,,17,171,BDL,26.3,5,21.6,34,18.2,8,506.6,215,18,0.9,0.2,0.6,8.2,2.71,12.4,3.16,1.07,3.19,0.57,3.48,0.69,2.06,0.33,2,0.31,2,BDL
Carran-Los Venados VF,FB220314-9,Los Venados group,,40.35,,"Bucchi et al., 2015",52.03,1.04,18.02,11.29,0.19,3.98,7.67,3.74,0.52,0.16,41.09,1.20,99.84,,52.11,1.04,18.05,11.31,0.19,3.99,7.68,3.75,0.52,0.16,,19.2,60.9,1,0.3,1.1,,22,206,BDL,23.8,2.3,22.3,38,17,8.9,485.8,194,17.1,0.8,0.2,0.8,7.6,2.44,11.1,2.9,1.04,3.2,0.57,3.29,0.7,2.07,0.33,2,0.3,1.9,0.2
Carran-Los Venados VF,FB240314-2,Los Venados group,,40.35,,"Bucchi et al., 2015",52.25,1.03,18.11,11.04,0.19,4.02,7.82,3.70,0.52,0.16,41.88,1.00,99.84,,52.33,1.03,18.14,11.06,0.19,4.03,7.83,3.71,0.52,0.16,,19,61,1,0.3,0.6,,22,215,BDL,25,2.1,16.5,41,17.6,9.1,523.5,191,17.5,1,0.3,0.6,7.5,2.5,11.3,3.16,1.11,3.42,0.57,3.37,0.73,2.28,0.32,2.13,0.32,1.9,BDL
Carran-Los Venados VF,FB240314-4,Los Venados group,,40.35,,"Bucchi et al., 2015",52.74,1.02,18.12,10.68,0.19,3.99,7.72,3.74,0.54,0.16,42.50,0.90,99.80,,52.85,1.02,18.16,10.70,0.19,4.00,7.74,3.75,0.54,0.16,,18.8,60.8,1,0.1,0.9,,22,205,BDL,23.4,1.3,16.8,35,16.6,9.3,517.9,201,18.2,1.1,0.4,0.9,7.3,2.51,12.5,3.1,1.11,3.36,0.59,3.54,0.73,2.2,0.3,2.01,0.32,2,0.1
Carran-Los Venados VF,FB240314-5,Los Venados group,,40.35,,"Bucchi et al., 2015 ",52.32,1.01,18.14,11.02,0.19,4.04,7.79,3.71,0.52,0.16,42.04,0.90,99.80,,52.42,1.01,18.18,11.04,0.19,4.05,7.81,3.72,0.52,0.16,,19.1,59.3,1.1,0.2,0.9,,22,204,BDL,24.9,1.5,21.7,40,15.4,8.8,512.9,198,17.7,1,0.3,0.9,7.8,2.51,11.7,2.93,1.03,3.1,0.58,3.72,0.7,2.18,0.31,1.97,0.31,2,0.1
Carran-Los Venados VF,FB240314-6,Los Venados group,,40.35,,"Bucchi et al., 2015 ",53.76,0.88,17.78,10.82,0.19,3.57,7.10,3.87,0.90,0.20,39.50,0.70,99.77,,53.88,0.88,17.82,10.84,0.19,3.58,7.12,3.88,0.90,0.20,,20,84.5,1.8,0.4,1.1,,17,159,BDL,22.6,4.4,26.3,42,16.3,,,252,21.7,1.7,0.4,1.3,9.6,3.07,13.1,3.28,1.01,3.58,0.63,3.63,0.71,2.2,0.31,2.24,0.34,2.6,0.1
Casablanca,701,Tephra,,40.77,,"Jacques et al., 2014",53.60,1.10,18.05,10.66,0.16,3.93,8.25,3.64,0.89,0.25,42.19,0.82,101.35,,52.89,1.09,17.81,10.51,0.16,3.88,8.14,3.59,0.88,0.25,,22,111,3.57,,7.7,,30.5,247,26.2,24,12.5,90,80.3,20.1,18,559,266,29.9,2.5,0.707,0.969,13.3,4.03,17.9,4.12,1.31,3.99,0.618,3.78,0.773,2.14,0.316,2.11,0.329,2.54,0.177
Casablanca,CLD238G,,,40.77,,this study,53.90,1.09,18.55,9.46,0.16,4.01,7.95,3.74,0.89,0.25,45.64,0.80,100.80,,53.47,1.09,18.40,9.38,0.16,3.98,7.88,3.71,0.89,0.25,,21,110,3,,10,,31,278,29,27,18,100,95,22,17.6,594,284,32,2.9,0.85,1.04,14,4.3,20,4.3,1.39,4.35,0.67,4.1,0.83,2.39,0.35,2.4,0.34,2.89,0.20
Casablanca,CLD238H,,,40.77,,this study,59.86,0.86,17.84,6.80,0.14,2.58,5.75,4.32,1.55,0.30,42.90,1.31,101.31,,59.09,0.85,17.61,6.71,0.14,2.55,5.68,4.26,1.53,0.29,,22,139,4,,15,,20,168,11,15,7,47,89,21,37.8,557,452,40,5.9,1.67,2.22,19,5.0,22,4.6,1.35,4.36,0.65,4.1,0.82,2.45,0.36,2.4,0.37,3.58,0.26
Casablanca,CLD248B,,,40.77,,this study,51.45,0.96,19.97,9.37,0.15,5.31,8.74,3.19,0.66,0.21,52.86,1.55,101.55,,50.66,0.94,19.67,9.23,0.14,5.23,8.61,3.14,0.65,0.21,,17,84,3,,8,,28,230,63,32,55,86,82,21,12.3,567,212,25,2.3,0.67,0.75,11,3.5,16,3.8,1.21,3.72,0.56,3.4,0.71,2.09,0.29,2.0,0.29,2.31,0.16
Casablanca,CLD323A,,,40.77,,this study,52.72,1.08,17.32,10.38,0.17,5.07,8.95,3.43,0.70,0.17,49.16,-0.02,99.98,,52.74,1.08,17.32,10.38,0.17,5.07,8.96,3.43,0.70,0.17,,11,42,1,,4,,20,162,45,18,11,57,54,11,8.1,236,117,12,1.2,0.33,1.04,10,3.2,15,3.8,1.24,4.10,0.64,4.0,0.84,2.49,0.36,2.4,0.35,2.29,0.14
Casablanca,CLD324A,,,40.77,,this study,52.40,1.08,18.06,10.42,0.17,4.73,8.94,3.35,0.67,0.18,47.29,0.31,100.31,,52.24,1.08,18.01,10.39,0.17,4.71,8.91,3.34,0.67,0.18,,21,85,2,,7,,40,319,58,33,16,117,103,22,15.5,492,222,24,2.3,0.65,1.04,10,3.2,15,3.7,1.31,4.00,0.64,4.0,0.84,2.45,0.35,2.3,0.36,2.41,0.15
Cayutue,201282-01,Monogenetic cone,,41.25,,"López-Escobar et al, 1995",51.79,0.87,17.34,8.52,0.17,6.54,9.90,2.91,0.78,0.14,60.30,,98.96,,52.33,0.88,17.52,8.61,0.17,6.61,10.00,2.94,0.79,0.14,,18.1,95,3.7,,,,30,217,156,29,50,,82,18.2,11.7,557,204,26,1.73,,0.7,10.3,,14.4,3.58,1.14,,0.41,,,,,1.74,0.28,2.1,0.21
Cerro Mirador,PU-05-07,,,40.35,,"Singer et al., 2008",49.57,0.69,20.84,8.68,0.13,6.83,11.01,2.54,0.46,0.11,60.90,-0.26,100.61,,49.27,0.68,20.72,8.63,0.13,6.79,10.94,2.53,0.46,0.11,,14.5,46,1,,,,,182,96,27,63,52,39,16,9,486,152,15.8,1.35,0.37,0.6,6.8,2.15,9.3,2.1,0.88,2.47,0.41,2.4,0.49,1.47,0.22,1.38,0.2,1.4,0.08
Cerro Redondo,Cr-2,,,39.42,,"Hickey et al., 1989",51.79,1.03,18.05,9.24,0.15,6.21,9.13,3.38,0.93,0.39,57.08,,100.30,,51.64,1.03,18.00,9.21,0.15,6.19,9.10,3.37,0.93,0.39,,21.3,136,5.5,,,,25.4,184,96,31.3,60,,88,20.1,11,851,382,51.5,4.4,,,22.3,,26.5,5.29,1.49,,0.69,,,,,2.2,0.32,2.9,
Cerro Redondo,cr-2,,,39.42,,"Hickey et al., 1989",50.91,1.16,19.50,9.44,0.15,4.98,9.15,3.48,0.91,0.30,51.07,,99.98,,50.92,1.16,19.50,9.44,0.15,4.98,9.15,3.48,0.91,0.30,,19.3,104,4.1,,,,24.6,227,88,27.7,18,,72,19.8,9.1,911,300,38.6,3.5,,,15.8,,21,4.48,1.48,,0.68,,,,,1.96,0.29,2.4,
Chaiten,05-12a,recent ash bulk,,42.83,,"Watt, 2010",71.06,0.25,14.17,2.23,0.06,0.47,1.71,3.91,2.71,0.09,29.31,2.38,99.03,,71.76,0.25,14.31,2.25,0.07,0.47,1.73,3.95,2.73,0.09,,16.8,116.8,8.1,,19.2,,,27,6.5,,3.6,21.5,42.1,13.8,106.8,160.9,596.5,,11.7,2.8,,,,,,,,,,,,,,,,
Chaiten,T-13A,Cha1 tephra,,42.83,,Naranjo and Stern 2004,72.18,0.13,14.76,1.38,0.06,0.43,1.21,4.27,2.89,0.11,38.20,2.66,100.08,,72.12,0.13,14.75,1.38,0.06,0.43,1.21,4.27,2.89,0.11,,15,86,9,,,,,,,,,,,,114,143,642,,,,,,,,,,,,,,,,,,,
Chaiten,05-20a,recent ash bulk,,42.83,,"Watt, 2010",72.85,0.19,13.83,1.79,0.06,0.33,1.55,4.01,2.86,0.07,26.85,1.08,98.62,,73.87,0.20,14.02,1.82,0.06,0.34,1.57,4.07,2.90,0.07,,14.4,115.3,8.4,,21.3,,,12.4,3.7,,4.2,13.2,38.9,13.6,111.2,152.3,598.5,,13.2,3.8,,,,,,,,,,,,,,,,
Chaiten,06-16b,recent ash bulk,,42.83,,"Watt, 2010",73.86,0.16,13.96,1.59,0.06,0.32,1.62,4.14,2.94,0.07,28.19,1.04,99.75,,74.04,0.16,13.99,1.59,0.06,0.32,1.62,4.15,2.95,0.07,,13.7,108.8,7.7,,19.8,,,10.7,4.9,,5.4,5.3,36,13.8,111.1,152.6,599.1,,12,3.2,,,,,,,,,,,,,,,,
Chaiten,05-07a,recent ash bulk,,42.83,,"Watt, 2010",73.78,0.15,13.76,1.51,0.06,0.26,1.47,4.08,2.93,0.06,25.29,0.89,98.95,,74.57,0.15,13.90,1.52,0.06,0.26,1.49,4.12,2.96,0.06,,13.4,109.4,7.8,,18.6,,,12.7,,,3,4.4,35.4,13.4,112.7,145.1,603.8,,10.5,4,,,,,,,,,,,,,,,,
Chaitén,Cha-1,,,42.830,,López-Escobar et al. 1993,74.44,0.29,14.94,1.51,0.05,0.27,1.43,4.11,2.89,0.08,26.07,0.35,100.36,,74.17,0.29,14.89,1.51,0.05,0.27,1.42,4.10,2.88,0.08,,14,129,,,,,2.2,11,2,1.2,,,36,,117,147,680,47.5,12.7,2.94,7.79,26.2,,17.5,2.81,0.52,,0.33,,,,,1.29,0.21,3.22,0.95
CHSEC,Cab1-1,Caburgua,,39.42,,"Morgado et al., 2015 ",50.26,1.12,17.48,10.30,0.15,6.80,8.68,3.30,0.75,0.29,56.65,-0.09,99.03,,50.75,1.13,17.65,10.40,0.15,6.87,8.76,3.33,0.76,0.29,,17,79,5,,7,,,,,,,,,,10,798,266,31.5,2.7,0.7,,14.4,4.14,17.6,3.9,1.2,3.8,0.6,3.2,0.6,1.8,0.26,1.7,0.28,,0.2
CHSEC,Cab1-2,Caburgua,,39.42,,"Morgado et al., 2015 ",49.88,1.11,17.50,10.05,0.15,6.71,8.92,3.22,0.68,0.31,56.92,0.09,98.61,,50.58,1.12,17.75,10.19,0.15,6.80,9.05,3.27,0.69,0.31,,18,81,5,,7,,,,,,,,,,9,779,263,35.1,2.7,0.7,,16.3,4.65,19.3,4.3,1.25,3.9,0.6,3.5,0.7,2,0.28,1.9,0.32,,0.2
CHSEC,Cab2-1,Caburgua,,39.42,,"Morgado et al., 2015",50.24,1.14,17.50,10.44,0.15,6.33,8.79,3.34,0.82,0.34,54.53,-0.34,98.76,,50.87,1.16,17.72,10.57,0.15,6.41,8.90,3.38,0.83,0.34,,17,92,6,,8,,,,,,,,,,12,753,285,39,3.3,0.7,,17.7,5.03,21,4.6,1.41,4.3,0.7,3.7,0.7,2,0.29,1.9,0.31,,0.2
CHSEC,Cab2-2,Caburgua,,39.42,,"Morgado et al., 2015",51.31,1.13,17.45,10.77,0.16,7.45,8.84,3.33,0.75,0.33,57.79,0.03,101.54,,50.53,1.11,17.18,10.60,0.15,7.34,8.71,3.28,0.74,0.32,,18,85,4,,10,,,,,,,,,,9,773,270,31.7,2.5,0.6,,14.4,4.24,18,4,1.26,4,0.6,3.4,0.7,1.9,0.26,1.7,0.28,,0.5
CHSEC,Cab3-1,Caburgua,,39.42,,"Morgado et al., 2015",50.78,1.14,17.56,10.59,0.15,7.06,8.72,3.37,0.80,0.34,56.87,-0.22,100.30,,50.63,1.14,17.51,10.56,0.15,7.04,8.69,3.36,0.80,0.34,,18,89,5,,8,,,,,,,,,,11,773,280,37.1,2.7,0.7,,17.6,4.71,20,4.4,1.3,3.9,0.6,3.4,0.7,2,0.29,1.9,0.33,,0.5
CHSEC,Sanj-1,San Jorge,,39.42,,"Morgado et al., 2015",50.29,0.80,15.63,10.56,0.16,9.83,9.88,2.50,0.41,0.13,64.80,-0.12,100.07,,50.25,0.80,15.62,10.56,0.16,9.82,9.87,2.50,0.41,0.13,,14,54,< 1,,< 5,,,,,,,,,,7,375,140,13.5,0.7,0.2,,6,1.8,8.3,2.1,0.75,2.6,0.4,2.5,0.5,1.5,0.23,1.5,0.25,,< 0.1
CHSEC,Sanj-3,San Jorge,,39.42,,"Morgado et al., 2015",49.37,0.76,15.51,10.78,0.16,10.80,9.57,2.46,0.41,0.10,66.47,-0.44,99.48,,49.63,0.77,15.59,10.83,0.16,10.86,9.62,2.47,0.41,0.10,,13,46,< 1,,5,,,,,,,,,,7,361,132,14.6,1.1,0.2,,6.5,2.04,8.9,2.2,0.77,2.6,0.4,2.4,0.5,1.5,0.23,1.5,0.25,,0.8
CHSEC,Huel-1,Huelemolle,,39.42,,"Morgado et al., 2015",49.96,1.11,17.73,10.73,0.16,5.66,9.40,3.17,0.82,0.41,51.08,-0.16,98.98,,50.48,1.12,17.91,10.84,0.16,5.72,9.50,3.20,0.83,0.41,,21,132,7,,9,,,,,,,,,,13,593,305,48.1,2,0.6,,22.7,5.87,24,5.1,1.49,4.7,0.7,4.2,0.8,2.5,0.36,2.3,0.36,,0.4
CHSEC,Huel-3,Huelemolle,,39.42,,"Morgado et al., 2015",50.95,1.13,18.22,10.86,0.16,5.67,9.55,3.23,0.83,0.40,50.82,-0.09,100.91,,50.49,1.12,18.06,10.76,0.16,5.62,9.46,3.20,0.82,0.40,,21,137,7,,10,,,,,,,,,,13,613,315,49.3,2.8,0.6,,23.1,6.13,24.9,5.2,1.49,4.6,0.7,4,0.8,2.3,0.34,2.2,0.37,,0.3
CHSEC,Huel-4,Huelemolle,,39.42,,"Morgado et al., 2015",51.77,1.19,17.76,10.98,0.16,4.60,8.91,3.56,0.93,0.43,45.32,-0.23,100.07,,51.74,1.19,17.75,10.98,0.16,4.60,8.90,3.56,0.93,0.43,,21,143,7,,10,,,,,,,,,,14,627,343,49.7,2.2,0.6,,23.1,6.03,24.5,5.2,1.53,4.9,0.7,4.1,0.8,2.5,0.36,2.4,0.37,,0.4
CHSEC,Huel-6,Huelemolle,,39.42,,"Morgado et al., 2015",50.12,1.14,18.19,10.40,0.15,4.74,9.00,3.33,0.83,0.43,47.42,0.44,98.77,,50.74,1.15,18.42,10.53,0.15,4.80,9.11,3.37,0.84,0.44,,20,136,7,,10,,,,,,,,,,13,633,314,47.9,2.2,0.6,,22.6,5.92,23.6,5,1.45,4.7,0.7,4,0.8,2.4,0.35,2.2,0.35,,0.3
CHSEC,Barda1-2,Other SECs Vill,,39.42,,"Morgado et al., 2015",50.45,1.08,16.82,10.75,0.15,7.59,9.07,3.13,0.74,0.33,58.28,-0.08,100.03,,50.43,1.08,16.81,10.75,0.15,7.59,9.07,3.13,0.74,0.33,,18,91,3,,7,,,,,,,,,,10,672,260,33,2.2,0.6,,15,4.33,18.2,4,1.18,3.5,0.6,3.2,0.6,1.9,0.27,1.7,0.28,,0.1
CHSEC,Rel1-2,Other SECs Vill,,39.42,,"Morgado et al., 2015",51.22,1.17,17.55,11.93,0.16,5.79,8.46,3.29,1.11,0.41,48.98,-0.33,100.76,,50.83,1.16,17.42,11.84,0.16,5.75,8.40,3.27,1.10,0.41,,21,154,6,,9,,,,,,,,,,21,614,397,50.8,3.3,0.8,,24.4,6.13,25.3,5.3,1.48,4.8,0.7,4.2,0.8,2.4,0.34,2.1,0.34,,0.4
CHSEC,Cañi-5,Other SECs Vill,,39.42,,"Morgado et al., 2015",50.49,1.02,17.32,10.71,0.15,6.65,8.45,3.17,0.85,0.32,55.12,-0.18,98.95,,51.02,1.03,17.50,10.83,0.15,6.72,8.54,3.20,0.86,0.32,,18,118,4,,8,,,,,,,,,,14,582,305,37,1.8,0.5,,17.7,4.59,18.4,4.1,1.21,3.8,0.6,3.3,0.6,1.8,0.27,1.7,0.27,,0.2
CHSEC,Red-5,Other SECs Vill,,39.42,,"Morgado et al., 2015",50.87,0.99,17.24,10.78,0.15,7.35,9.07,3.08,0.79,0.29,57.43,-0.23,100.39,,50.67,0.99,17.17,10.74,0.15,7.32,9.04,3.07,0.79,0.29,,18,106,4,,7,,,,,,,,,,13,13,280,35.8,2,0.5,,17.1,4.46,18.1,4.1,1.17,3.7,0.6,3.3,0.7,1.9,0.28,1.8,0.29,,0.3
CHSEC,Cord2-2,Other SECs Vill,,39.42,,"Morgado et al., 2015",49.85,1.17,17.28,10.05,0.15,6.42,8.19,3.28,1.23,0.44,55.83,0.50,98.56,,50.58,1.18,17.53,10.20,0.15,6.51,8.31,3.33,1.25,0.45,,21,157,10,,9,,,,,,,,,,24,652,440,54.1,3.3,0.9,,26.4,6.58,26.6,5.4,1.62,4.9,0.7,4.1,0.8,2.3,0.35,2.2,0.34,,0.6
CHSEC,1971 N6,1971 Villarrica lava,,39.42,,"Morgado et al., 2015",52.85,1.11,16.76,11.04,0.16,6.39,9.76,3.06,0.64,0.21,53.38,-0.61,101.36,,52.14,1.09,16.53,10.89,0.15,6.30,9.63,3.02,0.63,0.21,,22,85,1,,6,,,,,,,,,,14,414,201,17.5,1.2,0.4,,6.9,2.56,12,3.4,0.97,3.6,0.6,3.7,0.8,2.3,0.37,2.4,0.34,,< 0.1
CHSEC,1971 10 M1,1971 Villarrica lava,,39.42,,"Morgado et al., 2015",51.92,1.12,16.68,10.50,0.15,5.95,9.57,3.01,0.64,0.23,52.87,-0.47,99.30,,52.29,1.12,16.80,10.57,0.16,5.99,9.64,3.03,0.64,0.23,,22,86,1,,7,,,,,,,,,,14,420,199,17.8,1.2,0.4,,7.2,2.67,12.3,3.5,0.99,3.7,0.6,3.8,0.8,2.3,0.36,2.3,0.33,,< 0.1
CHSEC,1971 09,1971 Villarrica lava,,39.42,,"Morgado et al., 2015",52.47,1.11,16.71,10.75,0.15,6.10,9.61,3.06,0.65,0.23,52.90,-0.51,100.33,,52.30,1.11,16.65,10.71,0.15,6.08,9.58,3.05,0.65,0.23,,22,87,1,,7,,,,,,,,,,15,420,200,17.8,1.2,0.4,,7.3,2.64,12.5,3.6,1.02,3.9,0.7,3.8,0.8,2.3,0.35,2.3,0.35,,0.1
CHSEC,1971 30,1971 Villarrica lava,,39.42,,"Morgado et al., 2015",52.93,1.13,16.77,10.71,0.15,6.02,9.63,3.08,0.65,0.18,52.65,-0.55,100.71,,52.56,1.12,16.65,10.64,0.15,5.98,9.56,3.06,0.65,0.18,,22,87,2,,8,,,,,,,,,,15,428,198,19.7,1.3,0.5,,8,2.72,13.3,3.6,1.03,3.7,0.7,3.9,0.8,2.3,0.35,2.2,0.35,,< 0.1
CHSEC,R1971 DV,1971 Villarrica lava,,39.42,,"Morgado et al., 2015",51.76,1.13,16.59,10.66,0.15,6.10,9.55,2.98,0.63,0.20,53.11,-0.41,99.34,,52.10,1.14,16.70,10.73,0.16,6.14,9.61,3.00,0.63,0.20,,21,85,1,,6,,,,,,,,,,14,417,197,17.3,1.2,0.4,,7,2.62,12.5,3.2,0.93,3.5,0.6,3.6,0.8,2.4,0.37,2.3,0.32,,< 0.1
Corcovado,170299-1F,Cor3 tephra,,43.183,,Naranjo and Stern 2004,56.67,0.85,18.67,5.86,0.12,2.71,5.67,3.48,0.91,0.25,47.78,4.82,100.01,,56.66,0.85,18.67,5.86,0.12,2.71,5.67,3.48,0.91,0.25,,21,174,6,,,,,,,,,,,,38,264,347,,,,,,,,,,,,,,,,,,,
Corcovado,T-20E,Cor1 tephra,,43.183,,Naranjo and Stern 2004,53.21,1.89,16.27,10.79,0.14,5.54,6.95,3.12,0.83,0.25,50.40,1.89,100.88,,52.75,1.87,16.13,10.70,0.14,5.49,6.89,3.09,0.82,0.25,,16,147,10,,,,,,,,,,,,17,398,0,,,,,,,,,,,,,,,,,,,
Corcovado,170299-1D,Cor2 tephra,,43.183,,Naranjo and Stern 2004,66.47,0.26,14.11,2.52,0.05,0.76,2.27,3.26,2.02,0.25,37.37,8.95,100.92,,65.86,0.26,13.98,2.50,0.05,0.75,2.25,3.23,2.00,0.25,,11,176,5,,,,,,,,,,,,81,156,495,,,,,,,,,,,,,,,,,,,
Hornopiren,15-5A,,,41.87,,"Watt et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,26,135,5.4,,8.6,,28,239,98,32,50,63,91,19,21,460,330,43,2.4,0.5,,20,5.7,24,5.2,1.5,5.4,0.8,4.8,1.0,2.7,0.4,2.5,0.4,3.5,0.3
Hornopiren,19-4A,,,41.87,,"Watt et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,25,129,5.0,,13.7,,29,241,95,31,63,62,99,19,21,453,323,41,2.4,0.5,,19,5.4,23,5.0,1.4,5.1,0.8,4.7,0.9,2.6,0.4,2.4,0.4,3.4,0.3
Hornopiren,26-8A,,,41.87,,"Watt et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,25,117,4.2,,8.8,,30,230,207,33,79,65,72,19,14,401,227,34,2.1,0.4,,16,4.7,21,4.7,1.4,5.0,0.7,4.6,0.9,2.5,0.4,2.3,0.3,3.0,0.2
Hornopiren,24-6A,,,41.87,,"Watt et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,25,128,5.0,,8.7,,30,225,105,33,47,65,81,19,17,409,269,41,2.5,0.5,,19,5.6,24,5.2,1.5,5.3,0.8,4.8,1.0,2.6,0.4,2.5,0.4,3.4,0.3
Hornopiren,801-1B,,,41.87,,"Watt et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,25,120,4.3,,7.6,,29,237,171,32,75,65,81,19,17,431,288,35,2.3,0.5,,16,4.8,21,4.8,1.4,5.0,0.7,4.7,0.9,2.6,0.4,2.4,0.4,3.2,0.2
Hornopiren,24-6C,,,41.87,,"Watt et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,24,150,5.5,,6.6,,31,207,101,22,,46,76,19,16,339,232,39,2.6,0.5,,17,5.3,22,4.8,1.4,5.2,0.7,4.7,0.9,2.4,0.3,2.3,0.3,3.3,0.3
